ID	姓名	武力	智力	统御	攻击速度	移动速度	攻击距离	攻击范围	资源ID	体积	技能特效	技能缩放比例	品质	阵营ID	武将类型	人物描述	阵型ID	阵型	缘分ID	分解获得基础铜钱数	头像	卡牌	卡牌1	卡牌2	卡牌3	卡牌4	卡牌5	卡牌6	卡牌7	剧情对话头像	声效	偏将加成	空行
12112	화웅	94	58	62	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	4	4	30001	동탁 수하의 심복대장으로， 사수관에서 반동탁 연합군의 공격을 막았으며， 유섭과 반봉을 사살함.	6	ArmyFormation/zhuixingzhen.tmx	40034	2000	heroHead/50032.png	heroCard/40032.png								Dialogue/huaxiong.png	sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.1	
12113	안량	93	59	65	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	4	4	30001	문추와 함께 자란 하북의 명장으로， 원소의 총애를 받았지만 백마전투에서 관우의 적수가 되지 못함.	2	ArmyFormation/gouxingzhen.tmx	40035	2000	heroHead/50033.png	heroCard/40033.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
12114	문추	94	57	67	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	4	30001	하북의 명장. 범상치 않은 용모를 지녔으며 안량과 매우 절친한 사이. 후에 안량과 함께 관우에게 패배.	6	ArmyFormation/zhuixingzhen.tmx	40036	2000	heroHead/50034.png	heroCard/40034.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12115	진궁	55	96	78	1	85	400	400	simayi_plist	50	moyun_plist	0	4	4	30003	여포의 제일 책사. 하비 전투에서 조조에게 패배하여 처형당하였으나 조조가 그 능력을 아까워 함.	1	ArmyFormation/changshezhen.tmx	40039	2000	heroHead/50037.png	heroCard/40037.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12116	공손찬	75	61	61	1	95	140	300	xiahoudun_plist	50	ziyun_plist	0	4	4	30001	유비와 동문으로 황건의 난에서 삼만 정예부대를 이끌고 삼만을 참수하고， 포로 칠만을 노획 함.	5	ArmyFormation/heyizhen.tmx	40043	500	heroHead/50041.png	heroCard/40041.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12117	고순	84	57	88	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	4	4	30001	여포의 최강병 "함진영"의 수장. 하비성에서 하후돈과 삼십 여합으로 대결했으며 평생 여포에게 충성함.	2	ArmyFormation/gouxingzhen.tmx	40044	500	heroHead/50036.png	heroCard/40036.png								Dialogue/gaoshun.png	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12118	이유	44	93	69	1	85	400	400	sunquan_plist	50	moyun_plist	0	4	4	30003	동탁의 수석 책사. 동탁을 위해 여포의 항복을 받아내고， 반동탁 연합군을 맞아 형양에서 조조를 대파 함.	1	ArmyFormation/changshezhen.tmx	40045	500	heroHead/50043.png	heroCard/40043.png								Dialogue/liru.png	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
12119	장임	79	57	54	1	100	400	300	sunquan_plist	50	mozhua_plist	0	4	4	30002	유장의 휘하로 성도를 지키며， 낙봉파에서 방통을 사살. 후에 유장은 투항했으나 끝까지 투항하지 않음. 	6	ArmyFormation/zhuixingzhen.tmx	40046	500	heroHead/50044.png	heroCard/40044.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.1	
12120	방덕	92	63	68	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	4	3	30001	출정 때마다 선봉을 맡는 양주 삼군에서 가장 용맹한 장수. 관우와의 대전에서 관우의 이마를 맞추기도 함.	6	ArmyFormation/zhuixingzhen.tmx	40060	2000	heroHead/50058.png	heroCard/40058.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
12121	관우	108	85	91	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	5	1	30001	유비의 의형제로 촉의 오호대장군의 수장. 안량， 문추를 참하고， 칠군을 수몰시켜 세상에 위세를 떨침.	6	ArmyFormation/zhuixingzhen.tmx	40008	5000	heroHead/50002.png	heroCard/40002.png								Dialogue/guanyu.png	sound/skillRelasebefor/guanyu/guanyu.mp3	0.1	
12122	장비	110	78	88	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	5	1	30001	유비의 의형제로 용맹하고 불의를 참지 못하나 경솔함. 촉 제일의 맹장으로 촉한 건립에 혁혁한 공을 세움.	2	ArmyFormation/gouxingzhen.tmx	40009	5000	heroHead/50003.png	heroCard/40003.png								Dialogue/zhangfei.png	sound/skillRelasebefor/zhangfei/zhangfei.mp3	0.1	
12123	마초	107	81	87	1	100	140	300	ganling_plist	50	ziyun_plist	0	5	1	30001	관중 지역 제일의 맹장이며 동관전투에서 조조에게 대패한 후에 유비에게 투항. 촉한 오호대장 중 한명.	2	ArmyFormation/gouxingzhen.tmx	40010	5000	heroHead/50004.png	heroCard/40004.png								0	sound/skillRelasebefor/machao/machao.mp3	0.1	
12124	조운	110	88	95	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	5	1	30001	촉한의 명장으로 일찍이 공손찬을 따르다가 후에 유비를 섬김. 유비의 호위장군으로 불패의 명장. 	2	ArmyFormation/gouxingzhen.tmx	40001	5000	heroHead/50005.png	heroCard/40005.png								0	sound/skillRelasebefor/zhaoyun/zhaoyun.mp3	0.1	
12125	제갈량	79	112	107	1	85	400	400	zhugeliang_plist	50	jianshu_plist	0	5	1	30003	촉한의 승상. 적벽에서 조조를 대파하고 형주와 익주를 점령한 삼국시대 최고의 불세출의 지략가.	1	ArmyFormation/changshezhen.tmx	40011	5000	heroHead/50006.png	heroCard/40006.png								0	sound/skillRelasebefor/zhugeliang/zhugeliang.mp3	0.1	
12126	손상향	91	93	89	1	95	400	300	shunshangxiang_plist	50	moyun_plist	0	5	1	30003	주유에 의해 유비와 부부의 연을 맺음. 유비와 부부가 된 후 모략을 써 유비를 도와 형주를 탈환 함.	6	ArmyFormation/heyizhen.tmx	40013	5000	heroHead/50008.png	heroCard/40008.png								Dialogue/sunshangxiang.png	sound/skillRelasebefor/sunshangxiang/sunshangxiang.mp3	0.1	
12127	강유	96	99	96	1	95	400	300	liubei_plist	50	mozhua_plist	0	5	1	30002	촉의 북벌 시， 제갈량에 의해  중용되어<병서이십사편>을 전수 받음. 촉 후기의 대장군.	3	ArmyFormation/yanxingzhen.tmx	40015	2000	heroHead/50081.png	heroCard/40081.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
12128	제갈과	76	98	96	1	85	400	400	huangyueyin_plist	50	mozhua_plist	0	5	1	30002	제갈량과 황월영의 딸. 성도에서 전란을 피하며 선도를 수련해 하늘로 올라가 신선이 되었다 함.	4	ArmyFormation/yuanxingzhen.tmx	40019	2000	heroHead/50014.png	heroCard/40014.png								0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
12129	방통	77	109	100	1	85	400	400	simayi_plist	50	mozhua_plist	0	5	1	30002	와룡봉추의 봉추로 조조진영에 들어가 연환계로 조조군을 대패시킴. 후에 유비를 도와 촉의 근간을 마련.	4	ArmyFormation/yuanxingzhen.tmx	40020	2000	heroHead/50015.png	heroCard/40015.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
12130	동탁	101	71	100	1	95	140	300	dongzuo_plist	50	ziyun_plist	0	5	4	30001	폭군. 법령을 마음대로 바꾸어 국가를 어지럽히고 조정의 대권을 장악. 낙양에 불을 지르고 학살을 자행.	6	ArmyFormation/zhuixingzhen.tmx	40002	5000	heroHead/50023.png	heroCard/40023.png								0	sound/skillRelasebefor/dongzhuo/dongzhuo.mp3	0.1	
12131	여포	115	78	98	1	100	140	300	lvbu_plist	50	ziyun_plist	0	5	4	30001	인중여포라 할만큼 천하무쌍의 맹장으로 그의 방천화극을 상대할 적이 없는 삼국시대 최고의 맹장.	6	ArmyFormation/zhuixingzhen.tmx	40003	5000	heroHead/50024.png	heroCard/40024.png								Dialogue/lvbu.png	sound/skillRelasebefor/lvbu/lvbu.mp3	0.1	
12132	초선	89	103	87	1	85	400	300	diaocan_plist	50	moyun_plist	0	5	4	30003	의부에 보답하기 위해 동탁을 미인계로 유혹해 시해하고 여포와 부부의 연을 맺음. 중국 사대 미녀 중 한명.	1	ArmyFormation/changshezhen.tmx	40004	5000	heroHead/50025.png	heroCard/40025.png								0	sound/skillRelasebefor/diaochan/diaochan.mp3	0.1	
12133	장각	73	111	108	1	85	400	400	sunquan_plist	50	mozhua_plist	0	5	4	30002	태평도의 창시자. 스스로 대현양사라 칭했으며 후한 말 농민을 규합하여 한왕조 타도를 목표로 거병.	1	ArmyFormation/changshezhen.tmx	40028	5000	heroHead/50026.png	heroCard/40026.png								Dialogue/zhangjiao.png	sound/skillRelasebefor/zhangjiao/zhangjiao.mp3	0.1	
12134	채문희	76	99	85	1	85	400	300	zhengmi_plist	50	huangbao_plist	0	5	4	30004	채옹의 딸. 흉노 좌현왕에게 포로로 잡혀 갔다가 조조가 북방을 정벌하고 승상이 되었을 때 되찾아 옴.	4	ArmyFormation/yuanxingzhen.tmx	40030	5000	heroHead/50028.png	heroCard/40028.png								0	sound/skillRelasebefor/caiwenji/caiwenji.mp3	0.1	
12135	여령기	108	81	88	1	100	140	300	diaocan_plist	50	ziyun_plist	0	5	4	30001	여포의 딸. 부친만큼은 아니지만 여성임에도 불구하고 천 명을 대적할 수 있을 만큼 용맹함.	2	ArmyFormation/gouxingzhen.tmx	40031	5000	heroHead/50029.png	heroCard/40029.png								Dialogue/lvlingqi.png	sound/skillRelasebefor/lvlingqi/lvlingqi.mp3	0.1	
12136	관우	108	85	91	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	5	1	30001	유비의 의형제로 촉의 오호대장군의 수장. 안량， 문추를 참하고， 칠군을 수몰시켜 세상에 위세를 떨침.	6	ArmyFormation/zhuixingzhen.tmx	40008	5000	heroHead/50002.png	heroCard/40002.png								Dialogue/guanyu.png	sound/skillRelasebefor/guanyu/guanyu.mp3	0.1	
12137	축융	89	96	83	1	100	400	300	huangyueyin_plist	50	xuanwo_plist	0	5	4	30002	만왕 맹획의 아내. 만왕과 함께 남중의 땅을 통치하며 백성을 자식처럼 사랑해 민심을 크게 얻음.	6	ArmyFormation/zhuixingzhen.tmx	40037	2000	heroHead/50035.png	heroCard/40035.png								0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
12138	조조	89	89	99	1	95	400	300	chaochao_plist	50	mozhua_plist	0	5	3	30002	난세의 간웅. 삼국의 군사전문가， 정치가， 문학가로， 중국 북방을 통일하고 위 건국의 기반을 다짐.	4	ArmyFormation/heyizhen.tmx	40047	5000	heroHead/50045.png	heroCard/40045.png								Dialogue/caocao.png	sound/skillRelasebefor/caocao/caocao.mp3	0.1	
12139	사마의	81	110	102	1	85	400	400	simayi_plist	50	mozhua_plist	0	5	3	30002	위나라 사대 국정 보좌의 중신. 후기 위나라 조정을 장악하며， 평생동안 수 차례 제갈량과 대적 함.	4	ArmyFormation/yuanxingzhen.tmx	40048	5000	heroHead/50046.png	heroCard/40046.png								0	sound/skillRelasebefor/simayi/simayi.mp3	0.1	
12140	견희	83	107	89	1	95	400	400	zhengmi_plist	50	mozhua_plist	0	5	3	30002	문소황후 견씨. 어릴 때부터 백성을 살필 줄 알았으며 조비의 정비로 조비가 황제에 오르자 황후가 됨.	3	ArmyFormation/yanxingzhen.tmx	40049	5000	heroHead/50047.png	heroCard/40047.png								0	sound/skillRelasebefor/zhengji/zhengji.mp3	0.1	
12141	하후돈	104	79	90	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	5	3	30001	조조의 심복. 위나라의 맹장으로 여포 토벌전에서 화살에 맞아 왼쪽눈을 실명함.	6	ArmyFormation/zhuixingzhen.tmx	40050	5000	heroHead/50048.png	heroCard/40048.png								0	sound/skillRelasebefor/xiahoudun/xiahoudun.mp3	0.1	
12142	장료	106	89	97	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	5	3	30001	오자양장의 우두머리. 합비전투에서 팔백을 이끌고 손권을 습격해 손권의 두 부장을 참살함.	1	ArmyFormation/changshezhen.tmx	40051	5000	heroHead/50049.png	heroCard/40049.png								0	sound/skillRelasebefor/zhangliao/zhangliao.mp3	0.1	
12143	사마소	78	100	96	1	95	400	300	liubei_plist	50	mozhua_plist	0	5	3	30002	서진의 초대 황제. 조모가 사병 300명을 동원하여 암살하려다가 오히려 참살 됨.	5	ArmyFormation/heyizhen.tmx	40057	2000	heroHead/50055.png	heroCard/40055.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12144	등애	101	81	91	1	95	400	300	simayi_plist	50	moyun_plist	0	5	3	30003	사마의의 추천으로 위 후기 정세 안정에 중요한 역할을 하였으며 후에 촉한 황제 유선을 항복하게 함.	3	ArmyFormation/yanxingzhen.tmx	40058	2000	heroHead/50056.png	heroCard/40056.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12145	장춘화	69	97	85	1	85	400	400	zhengmi_plist	50	huangbao_plist	0	5	3	30004	사마의의 아내. 강직하고 지혜로운 사람으로， 사마사， 사마소， 사마간 세 아들 모두 문무에 출중함.	1	ArmyFormation/changshezhen.tmx	40059	2000	heroHead/50057.png	heroCard/40057.png								0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
12146	하후연	105	78	94	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	5	3	30001	매우 뛰어난 장수로 기동전에 능하고 흥고전투에서 한수를 격파해 양주 각 부족들의 간담을 서늘하게 함.	1	ArmyFormation/gouxingzhen.tmx	40062	2000	heroHead/50060.png	heroCard/40060.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
12147	순유	69	98	91	1	95	400	300	sunquan_plist	50	moyun_plist	0	5	3	30003	순욱의 조카. 주도면밀한 계책과 기밀 유지에 뛰어나 조조를 따라 출정하여 공을 세움.	3	ArmyFormation/heyizhen.tmx	40063	500	heroHead/50061.png	heroCard/40061.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
12148	순욱	76	97	88	1	85	400	400	simayi_plist	50	mozhua_plist	0	5	3	30002	순씨 팔룡 중 한명으로 조조에게 곽희， 진군， 두기， 사마의 등 명사를 추천했으며 후에 위나라 중신이 됨.	3	ArmyFormation/changshezhen.tmx	40064	500	heroHead/50062.png	heroCard/40062.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
12149	가후	76	113	100	1	85	400	400	sunquan_plist	50	mozhua_plist	0	5	3	30002	동탁의 사후 여포를 쫓아내는데 성공하고 조위에 투항한 후 이간계로 마초와 한수 군단을 무찌름.	3	ArmyFormation/changshezhen.tmx	40067	500	heroHead/50065.png	heroCard/40065.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
12150	손권	83	88	93	1	95	400	300	sunquan_plist	50	moyun_plist	0	5	2	30003	오나라 초대 황제. 형 손책의 사후 강동을 지배하며 유비와 연합하여 적벽에서 조조의 군대를 격퇴 함.	3	ArmyFormation/yanxingzhen.tmx	40069	5000	heroHead/50067.png	heroCard/40067.png								0	sound/skillRelasebefor/sunquan/sunquan.mp3	0.1	
12151	손책	106	81	101	1	100	140	300	ganling_plist	50	ziyun_plist	0	5	2	30001	원술 휘하에서 많은 공적을 세우지만 견제를 받아 원술로부터 독립하여 강동을 평정함.	2	ArmyFormation/gouxingzhen.tmx	40070	5000	heroHead/50068.png	heroCard/40068.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.1	
12152	감녕	104	81	96	1	95	140	300	ganling_plist	50	ziyun_plist	0	5	2	30001	유수구에서 조조군을 공격하고 합비대전에서 혁혁한 전공을 세움. 위의 장료와 필적한다는 명성을 얻음.	5	ArmyFormation/heyizhen.tmx	40005	5000	heroHead/50069.png	heroCard/40069.png								0	sound/skillRelasebefor/ganning/ganning.mp3	0.1	
12153	태사자	103	79	94	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	5	2	30001	공융을 구하기 위해 항건적의 포위를 뚫고 유비를 찾아간 것으로 유명. 후에 손책에게 귀의하였음.	6	ArmyFormation/zhuixingzhen.tmx	40071	5000	heroHead/50070.png	heroCard/40070.png								0	sound/skillRelasebefor/taishici/taishici.mp3	0.1	
12154	주유	87	107	102	1	85	400	400	zhouyu_plist	50	huoyan_plist	0	5	2	30002	동오의 대도독. 문무에 능하고 손책과 형제처럼 가까이 지냈으며 적벽에서 화공으로 위군을 대파 함.	1	ArmyFormation/changshezhen.tmx	40006	5000	heroHead/50071.png	heroCard/40071.png								0	sound/skillRelasebefor/zhouyu/zhouyu.mp3	0.1	
12155	대교	82	98	91	1	85	400	300	zhengmi_plist	50	huangbao_plist	0	5	2	30004	학식과 교양이 있고 음률과 시문에 정통하며 후에 강동 "소패왕" 손책의 아내가 됨	1	ArmyFormation/changshezhen.tmx	40072	5000	heroHead/50052.png	heroCard/40052.png								0	sound/skillRelasebefor/daxiaoqiao/qiao.mp3	0.1	
12156	소교	81	99	93	1	85	400	300	zhengmi_plist	50	huangbao_plist	0	5	2	30004	언니 대교와 함께 절세 미인으로 알려짐. 주유의 아내로 부부 금슬 매우 좋았다고 함.	4	ArmyFormation/yuanxingzhen.tmx	40073	5000	heroHead/50072.png	heroCard/40072.png								0	sound/skillRelasebefor/daxiaoqiao/qiao.mp3	0.1	
12157	여몽	102	84	99	1	95	140	400	ganling_plist	50	ziyun_plist	0	5	2	30001	주유와 정보를 따라 적벽대전에서 조조를 대파. 형주 전투에서 관우에게 승리해 강동의 판도를 크게 함.	6	ArmyFormation/heyizhen.tmx	40074	5000	heroHead/50074.png	heroCard/40074.png								0	sound/skillRelasebefor/lvmeng/lvmeng.mp3	0.1	
12158	손견	101	71	89	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	5	2	30001	비범한 용모에 활달한 성격의 군웅. 반동탁 연합군이 동탁을 토벌할 때 동탁과 여포의 군대를 노략함.	5	ArmyFormation/heyizhen.tmx	40077	2000	heroHead/50077.png	heroCard/40077.png								Dialogue/sunjian.png	sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.1	
12159	유비	95	89	98	1	95	140	300	liubei_plist	50	ziyun_plist	0	5	1	30001	촉나라의 황제. 삼국 난세의 수많은 영웅 중에서도 인재를 대하는 법을 아는 영웅으로 평가됨.	5	ArmyFormation/heyizhen.tmx	40007	5000	heroHead/50001.png	heroCard/40001.png								Dialogue/liubei.png	sound/skillRelasebefor/liubei/liubei.mp3	0.1	
12160	관우	108	85	91	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	5	1	30001	유비의 의형제로 촉의 오호대장군의 수장. 안량， 문추를 참하고， 칠군을 수몰시켜 세상에 위세를 떨침.	6	ArmyFormation/zhuixingzhen.tmx	40008	5000	heroHead/50002.png	heroCard/40002.png								Dialogue/guanyu.png	sound/skillRelasebefor/guanyu/guanyu.mp3	0.1	
12161	장비	110	78	88	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	5	1	30001	유비의 의형제로 용맹하고 불의를 참지 못하나 경솔함. 촉 제일의 맹장으로 촉한 건립에 혁혁한 공을 세움.	2	ArmyFormation/gouxingzhen.tmx	40009	5000	heroHead/50003.png	heroCard/40003.png								Dialogue/zhangfei.png	sound/skillRelasebefor/zhangfei/zhangfei.mp3	0.1	
12162	마초	107	81	87	1	100	140	300	ganling_plist	50	ziyun_plist	0	5	1	30001	관중 지역 제일의 맹장이며 동관전투에서 조조에게 대패한 후에 유비에게 투항. 촉한 오호대장 중 한명.	2	ArmyFormation/gouxingzhen.tmx	40010	5000	heroHead/50004.png	heroCard/40004.png								0	sound/skillRelasebefor/machao/machao.mp3	0.1	
12163	손상향	91	93	89	1	95	400	300	shunshangxiang_plist	50	moyun_plist	0	5	1	30003	주유에 의해 유비와 부부의 연을 맺음. 유비와 부부가 된 후 모략을 써 유비를 도와 형주를 탈환 함.	6	ArmyFormation/heyizhen.tmx	40013	5000	heroHead/50008.png	heroCard/40008.png								Dialogue/sunshangxiang.png	sound/skillRelasebefor/sunshangxiang/sunshangxiang.mp3	0.1	
12164	제갈량	79	112	107	1	85	400	400	zhugeliang_plist	50	jianshu_plist	0	5	1	30003	촉한의 승상. 적벽에서 조조를 대파하고 형주와 익주를 점령한 삼국시대 최고의 불세출의 지략가.	1	ArmyFormation/changshezhen.tmx	40011	5000	heroHead/50006.png	heroCard/40006.png								0	sound/skillRelasebefor/zhugeliang/zhugeliang.mp3	0.1	
12165	손상향	91	93	89	1	95	400	300	shunshangxiang_plist	50	moyun_plist	0	5	1	30003	주유에 의해 유비와 부부의 연을 맺음. 유비와 부부가 된 후 모략을 써 유비를 도와 형주를 탈환 함.	6	ArmyFormation/heyizhen.tmx	40013	5000	heroHead/50008.png	heroCard/40008.png								Dialogue/sunshangxiang.png	sound/skillRelasebefor/sunshangxiang/sunshangxiang.mp3	0.1	
12166	강유	96	99	96	1	95	400	300	liubei_plist	50	mozhua_plist	0	5	1	30002	촉의 북벌 시， 제갈량에 의해  중용되어<병서이십사편>을 전수 받음. 촉 후기의 대장군.	3	ArmyFormation/yanxingzhen.tmx	40015	2000	heroHead/50081.png	heroCard/40081.png								0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
